WT 0.1M sucrose	
785	1.135
785.5	1.135
786	1.138
786.5	1.143
787	1.145
787.5	1.143
788	1.135
788.5	1.12
789	1.114
789.5	1.116
790	1.109
790.5	1.109
791	1.116
791.5	1.127
792	1.132
792.5	1.133
793	1.129
793.5	1.123
794	1.117
794.5	1.113
795	1.105
795.5	1.098
796	1.1
796.5	1.103
797	1.108
797.5	1.121
798	1.119
798.5	1.112
799	1.103
799.5	1.103
800	1.1
800.5	1.097
801	1.098
801.5	1.117
802	1.136
802.5	1.147
803	1.148
803.5	1.14
804	1.134
804.5	1.133
805	1.126
805.5	1.119
806	1.112
806.5	1.113
807	1.105
807.5	1.097
808	1.086
808.5	1.071
809	1.066
809.5	1.06
810	1.065
810.5	1.072
811	1.074
811.5	1.083
812	1.09
812.5	1.103
813	1.111
813.5	1.106
814	1.096
814.5	1.087
815	1.091
815.5	1.093
816	1.091
816.5	1.107
817	1.107
817.5	1.116
818	1.114
818.5	1.098
819	1.084
819.5	1.076
820	1.072
820.5	1.061
821	1.05
821.5	1.061
822	1.065
822.5	1.081
823	1.096
823.5	1.121
824	1.141
824.5	1.146
825	1.144
825.5	1.134
826	1.113
826.5	1.101
827	1.086
827.5	1.078
828	1.071
828.5	1.078
829	1.083
829.5	1.081
830	1.083
830.5	1.087
831	1.086
831.5	1.088
832	1.079
832.5	1.078
833	1.068
833.5	1.063
834	1.062
834.5	1.053
835	1.05
835.5	1.049
836	1.053
836.5	1.06
837	1.063
837.5	1.078
838	1.088
838.5	1.095
839	1.096
839.5	1.093
840	1.087
840.5	1.076
841	1.067
841.5	1.068
842	1.056
842.5	1.055
843	1.045
843.5	1.044
844	1.039
844.5	1.03
845	1.027
845.5	1.018
846	1.024
846.5	1.037
847	1.039
847.5	1.045
848	1.047
848.5	1.053
849	1.055
849.5	1.04
850	1.038
	
	
WT 1:2 sucrose:trehalose 	
4/4/2023 5:43 PM	
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.20333
//WLCalib: 261S 	-0.45
//WLCalib: 362S 	-0.7
//WLCalib: 484S 	-0.73
//WLCalib: 529S 	-0.44
//WLCalib: 823S 	-0.81
//QSpecEnd: 	
190	10.771
190.5	10.907
191	11.106
191.5	11.175
192	11.199
192.5	11.394
193	11.588
193.5	11.461
194	11.621
194.5	11.75
195	11.999
195.5	12.192
196	12.289
196.5	12.321
197	12.282
197.5	12.497
198	12.58
198.5	12.546
199	12.642
199.5	12.692
200	12.912
200.5	12.807
201	12.836
201.5	12.813
202	13.014
202.5	13.538
203	13.988
203.5	14.233
204	14.555
204.5	14.793
205	15.004
205.5	15.267
206	15.374
206.5	15.588
207	15.868
207.5	16.027
208	16.106
208.5	15.969
209	16.106
209.5	16.102
210	16.207
210.5	16.375
211	16.347
211.5	16.624
212	16.683
212.5	16.581
213	16.538
213.5	16.488
214	16.347
214.5	16.045
215	15.591
215.5	15.084
216	14.596
216.5	14.282
217	13.741
217.5	13.382
218	13.034
218.5	12.613
219	12.062
219.5	11.581
220	11.082
220.5	10.62
221	10.186
221.5	9.751
222	9.345
222.5	8.95
223	8.536
223.5	8.098
224	7.702
224.5	7.318
225	6.943
225.5	6.574
226	6.202
226.5	5.843
227	5.521
227.5	5.23
228	4.963
228.5	4.733
229	4.547
229.5	4.381
230	4.231
230.5	4.076
231	3.927
231.5	3.766
232	3.599
232.5	3.442
233	3.285
233.5	3.143
234	3.013
234.5	2.901
235	2.809
235.5	2.725
236	2.648
236.5	2.578
237	2.516
237.5	2.461
238	2.404
238.5	2.351
239	2.306
239.5	2.265
240	2.228
240.5	2.187
241	2.151
241.5	2.123
242	2.099
242.5	2.076
243	2.052
243.5	2.031
244	2.018
244.5	2.006
245	1.996
245.5	1.981
246	1.973
246.5	1.966
247	1.961
247.5	1.955
248	1.946
248.5	1.938
249	1.937
249.5	1.942
250	1.941
250.5	1.935
251	1.931
251.5	1.929
252	1.931
252.5	1.926
253	1.922
253.5	1.922
254	1.924
254.5	1.929
255	1.932
255.5	1.93
256	1.929
256.5	1.935
257	1.934
257.5	1.928
258	1.925
258.5	1.92
259	1.915
259.5	1.91
260	1.908
260.5	1.901
261	1.899
261.5	1.901
262	1.899
262.5	1.903
263	1.908
263.5	1.909
264	1.911
264.5	1.909
265	1.905
265.5	1.898
266	1.897
266.5	1.893
267	1.892
267.5	1.899
268	1.905
268.5	1.913
269	1.921
269.5	1.922
270	1.917
270.5	1.91
271	1.905
271.5	1.895
272	1.892
272.5	1.892
273	1.891
273.5	1.893
274	1.893
274.5	1.893
275	1.892
275.5	1.89
276	1.888
276.5	1.886
277	1.887
277.5	1.888
278	1.886
278.5	1.883
279	1.886
279.5	1.885
280	1.886
280.5	1.884
281	1.879
281.5	1.875
282	1.869
282.5	1.866
283	1.865
283.5	1.863
284	1.865
284.5	1.861
285	1.862
285.5	1.861
286	1.855
286.5	1.848
287	1.837
287.5	1.83
288	1.83
288.5	1.828
289	1.826
289.5	1.826
290	1.832
290.5	1.831
291	1.831
291.5	1.828
292	1.819
292.5	1.814
293	1.81
293.5	1.803
294	1.799
294.5	1.801
295	1.799
295.5	1.794
296	1.792
296.5	1.793
297	1.788
297.5	1.792
298	1.79
298.5	1.788
299	1.788
299.5	1.787
300	1.78
300.5	1.774
301	1.767
301.5	1.762
302	1.758
302.5	1.758
303	1.761
303.5	1.759
304	1.759
304.5	1.758
305	1.755
305.5	1.749
306	1.744
306.5	1.736
307	1.735
307.5	1.737
308	1.74
308.5	1.738
309	1.736
309.5	1.735
310	1.731
310.5	1.723
311	1.715
311.5	1.712
312	1.71
312.5	1.71
313	1.708
313.5	1.709
314	1.709
314.5	1.709
315	1.71
315.5	1.708
316	1.706
316.5	1.704
317	1.699
317.5	1.692
318	1.685
318.5	1.682
319	1.682
319.5	1.678
320	1.678
320.5	1.68
321	1.679
321.5	1.678
322	1.676
322.5	1.672
323	1.668
323.5	1.666
324	1.667
324.5	1.662
325	1.66
325.5	1.661
326	1.66
326.5	1.66
327	1.655
327.5	1.65
328	1.645
328.5	1.64
329	1.64
329.5	1.642
330	1.64
330.5	1.638
331	1.64
331.5	1.639
332	1.637
332.5	1.632
333	1.631
333.5	1.626
334	1.625
334.5	1.627
335	1.628
335.5	1.631
336	1.638
336.5	1.636
337	1.637
337.5	1.637
338	1.636
338.5	1.633
339	1.634
339.5	1.63
340	1.627
340.5	1.625
341	1.625
341.5	1.618
342	1.615
342.5	1.615
343	1.613
343.5	1.614
344	1.614
344.5	1.612
345	1.608
345.5	1.607
346	1.606
346.5	1.604
347	1.602
347.5	1.6
348	1.602
348.5	1.603
349	1.604
349.5	1.602
350	1.597
350.5	1.595
351	1.59
351.5	1.586
352	1.584
352.5	1.583
353	1.585
353.5	1.585
354	1.586
354.5	1.587
355	1.588
355.5	1.591
356	1.59
356.5	1.587
357	1.583
357.5	1.577
358	1.571
358.5	1.568
359	1.563
359.5	1.561
360	1.559
360.5	1.558
361	1.556
361.5	1.555
362	1.555
362.5	1.556
363	1.557
363.5	1.558
364	1.555
364.5	1.554
365	1.553
365.5	1.552
366	1.553
366.5	1.554
367	1.554
367.5	1.548
368	1.543
368.5	1.536
369	1.536
369.5	1.535
370	1.535
370.5	1.534
371	1.54
371.5	1.542
372	1.542
372.5	1.538
373	1.539
373.5	1.536
374	1.538
374.5	1.537
375	1.535
375.5	1.533
376	1.535
376.5	1.533
377	1.532
377.5	1.531
378	1.531
378.5	1.531
379	1.532
379.5	1.531
380	1.53
380.5	1.53
381	1.53
381.5	1.53
382	1.529
382.5	1.531
383	1.53
383.5	1.534
384	1.534
384.5	1.531
385	1.528
385.5	1.527
386	1.525
386.5	1.524
387	1.519
387.5	1.518
388	1.516
388.5	1.521
389	1.522
389.5	1.524
390	1.526
390.5	1.529
391	1.528
391.5	1.525
392	1.521
392.5	1.519
393	1.516
393.5	1.516
394	1.516
394.5	1.521
395	1.52
395.5	1.518
396	1.514
396.5	1.512
397	1.512
397.5	1.51
398	1.506
398.5	1.506
399	1.505
399.5	1.508
400	1.507
400.5	1.504
401	1.504
401.5	1.505
402	1.504
402.5	1.499
403	1.495
403.5	1.49
404	1.487
404.5	1.489
405	1.491
405.5	1.493
406	1.499
406.5	1.502
407	1.502
407.5	1.499
408	1.499
408.5	1.497
409	1.492
409.5	1.492
410	1.492
410.5	1.495
411	1.5
411.5	1.503
412	1.504
412.5	1.507
413	1.508
413.5	1.506
414	1.502
414.5	1.501
415	1.503
415.5	1.508
416	1.511
416.5	1.515
417	1.514
417.5	1.514
418	1.513
418.5	1.51
419	1.507
419.5	1.508
420	1.507
420.5	1.506
421	1.505
421.5	1.507
422	1.505
422.5	1.505
423	1.507
423.5	1.506
424	1.509
424.5	1.512
425	1.511
425.5	1.512
426	1.515
426.5	1.517
427	1.516
427.5	1.515
428	1.514
428.5	1.513
429	1.514
429.5	1.514
430	1.515
430.5	1.515
431	1.52
431.5	1.523
432	1.524
432.5	1.526
433	1.529
433.5	1.531
434	1.532
434.5	1.531
435	1.532
435.5	1.529
436	1.531
436.5	1.531
437	1.531
437.5	1.535
438	1.538
438.5	1.541
439	1.544
439.5	1.544
440	1.545
440.5	1.544
441	1.547
441.5	1.547
442	1.549
442.5	1.552
443	1.556
443.5	1.558
444	1.558
444.5	1.558
445	1.556
445.5	1.556
446	1.552
446.5	1.548
447	1.544
447.5	1.537
448	1.533
448.5	1.53
449	1.531
449.5	1.535
450	1.536
450.5	1.538
451	1.536
451.5	1.536
452	1.535
452.5	1.53
453	1.527
453.5	1.527
454	1.528
454.5	1.529
455	1.526
455.5	1.523
456	1.522
456.5	1.522
457	1.519
457.5	1.514
458	1.508
458.5	1.503
459	1.5
459.5	1.499
460	1.495
460.5	1.495
461	1.496
461.5	1.494
462	1.494
462.5	1.493
463	1.494
463.5	1.493
464	1.491
464.5	1.49
465	1.491
465.5	1.491
466	1.489
466.5	1.486
467	1.485
467.5	1.484
468	1.483
468.5	1.477
469	1.474
469.5	1.474
470	1.476
470.5	1.479
471	1.482
471.5	1.483
472	1.482
472.5	1.48
473	1.475
473.5	1.471
474	1.468
474.5	1.469
475	1.469
475.5	1.469
476	1.467
476.5	1.464
477	1.459
477.5	1.455
478	1.453
478.5	1.453
479	1.451
479.5	1.452
480	1.452
480.5	1.45
481	1.451
481.5	1.45
482	1.446
482.5	1.443
483	1.445
483.5	1.445
484	1.444
484.5	1.444
485	1.442
485.5	1.44
486	1.441
486.5	1.442
487	1.441
487.5	1.443
488	1.449
488.5	1.449
489	1.449
489.5	1.448
490	1.446
490.5	1.441
491	1.436
491.5	1.435
492	1.434
492.5	1.434
493	1.438
493.5	1.436
494	1.438
494.5	1.437
495	1.438
495.5	1.437
496	1.436
496.5	1.433
497	1.43
497.5	1.43
498	1.431
498.5	1.433
499	1.435
499.5	1.434
500	1.433
500.5	1.433
501	1.433
501.5	1.428
502	1.425
502.5	1.423
503	1.422
503.5	1.42
504	1.42
504.5	1.417
505	1.414
505.5	1.41
506	1.413
506.5	1.411
507	1.408
507.5	1.403
508	1.398
508.5	1.391
509	1.394
509.5	1.391
510	1.391
510.5	1.392
511	1.397
511.5	1.4
512	1.404
512.5	1.4
513	1.398
513.5	1.391
514	1.387
514.5	1.381
515	1.379
515.5	1.381
516	1.377
516.5	1.376
517	1.379
517.5	1.38
518	1.377
518.5	1.375
519	1.374
519.5	1.371
520	1.375
520.5	1.38
521	1.381
521.5	1.381
522	1.38
522.5	1.379
523	1.373
523.5	1.368
524	1.365
524.5	1.361
525	1.362
525.5	1.363
526	1.362
526.5	1.362
527	1.361
527.5	1.358
528	1.351
528.5	1.347
529	1.347
529.5	1.351
530	1.352
530.5	1.354
531	1.358
531.5	1.361
532	1.36
532.5	1.354
533	1.349
533.5	1.342
534	1.337
534.5	1.336
535	1.334
535.5	1.333
536	1.333
536.5	1.336
537	1.338
537.5	1.339
538	1.34
538.5	1.337
539	1.334
539.5	1.329
540	1.323
540.5	1.318
541	1.318
541.5	1.318
542	1.317
542.5	1.319
543	1.319
543.5	1.316
544	1.315
544.5	1.31
545	1.311
545.5	1.312
546	1.314
546.5	1.309
547	1.306
547.5	1.304
548	1.304
548.5	1.298
549	1.294
549.5	1.294
550	1.294
550.5	1.296
551	1.298
551.5	1.295
552	1.293
552.5	1.293
553	1.287
553.5	1.281
554	1.275
554.5	1.275
555	1.274
555.5	1.27
556	1.27
556.5	1.268
557	1.266
557.5	1.265
558	1.265
558.5	1.271
559	1.277
559.5	1.277
560	1.279
560.5	1.275
561	1.272
561.5	1.265
562	1.26
562.5	1.258
563	1.259
563.5	1.26
564	1.263
564.5	1.26
565	1.261
565.5	1.259
566	1.259
566.5	1.254
567	1.253
567.5	1.25
568	1.249
568.5	1.253
569	1.254
569.5	1.253
570	1.252
570.5	1.25
571	1.251
571.5	1.252
572	1.254
572.5	1.254
573	1.259
573.5	1.264
574	1.261
574.5	1.256
575	1.251
575.5	1.248
576	1.246
576.5	1.246
577	1.249
577.5	1.247
578	1.249
578.5	1.248
579	1.243
579.5	1.242
580	1.241
580.5	1.241
581	1.24
581.5	1.238
582	1.24
582.5	1.239
583	1.24
583.5	1.241
584	1.241
584.5	1.242
585	1.243
585.5	1.237
586	1.234
586.5	1.225
587	1.222
587.5	1.218
588	1.218
588.5	1.221
589	1.226
589.5	1.227
590	1.23
590.5	1.232
591	1.235
591.5	1.234
592	1.234
592.5	1.23
593	1.226
593.5	1.224
594	1.226
594.5	1.226
595	1.231
595.5	1.237
596	1.238
596.5	1.242
597	1.243
597.5	1.239
598	1.236
598.5	1.232
599	1.234
599.5	1.233
600	1.236
600.5	1.236
601	1.233
601.5	1.237
602	1.24
602.5	1.233
603	1.228
603.5	1.219
604	1.219
604.5	1.22
605	1.222
605.5	1.225
606	1.229
606.5	1.235
607	1.238
607.5	1.235
608	1.232
608.5	1.229
609	1.23
609.5	1.23
610	1.235
610.5	1.24
611	1.244
611.5	1.246
612	1.245
612.5	1.245
613	1.242
613.5	1.238
614	1.232
614.5	1.228
615	1.231
615.5	1.237
616	1.239
616.5	1.24
617	1.247
617.5	1.253
618	1.256
618.5	1.257
619	1.257
619.5	1.254
620	1.252
620.5	1.247
621	1.244
621.5	1.242
622	1.24
622.5	1.241
623	1.241
623.5	1.241
624	1.239
624.5	1.239
625	1.242
625.5	1.244
626	1.247
626.5	1.253
627	1.25
627.5	1.253
628	1.252
628.5	1.246
629	1.245
629.5	1.246
630	1.252
630.5	1.263
631	1.263
631.5	1.267
632	1.27
632.5	1.272
633	1.267
633.5	1.261
634	1.255
634.5	1.249
635	1.243
635.5	1.242
636	1.238
636.5	1.239
637	1.238
637.5	1.24
638	1.24
638.5	1.243
639	1.244
639.5	1.247
640	1.253
640.5	1.25
641	1.248
641.5	1.245
642	1.239
642.5	1.238
643	1.238
643.5	1.235
644	1.237
644.5	1.244
645	1.245
645.5	1.238
646	1.236
646.5	1.23
647	1.231
647.5	1.23
648	1.232
648.5	1.231
649	1.235
649.5	1.232
650	1.229
650.5	1.223
651	1.217
651.5	1.207
652	1.205
652.5	1.203
653	1.202
653.5	1.206
654	1.209
654.5	1.211
655	1.215
655.5	1.216
656	1.219
656.5	1.214
657	1.218
657.5	1.224
658	1.225
658.5	1.221
659	1.218
659.5	1.212
660	1.207
660.5	1.2
661	1.207
661.5	1.205
662	1.207
662.5	1.21
663	1.212
663.5	1.207
664	1.205
664.5	1.202
665	1.209
665.5	1.21
666	1.221
666.5	1.226
667	1.227
667.5	1.225
668	1.223
668.5	1.219
669	1.223
669.5	1.227
670	1.237
670.5	1.235
671	1.233
671.5	1.234
672	1.231
672.5	1.234
673	1.234
673.5	1.23
674	1.23
674.5	1.231
675	1.233
675.5	1.231
676	1.228
676.5	1.234
677	1.236
677.5	1.247
678	1.251
678.5	1.251
679	1.254
679.5	1.255
680	1.262
680.5	1.267
681	1.268
681.5	1.275
682	1.279
682.5	1.28
683	1.277
683.5	1.276
684	1.275
684.5	1.27
685	1.274
685.5	1.274
686	1.273
686.5	1.277
687	1.278
687.5	1.281
688	1.283
688.5	1.282
689	1.284
689.5	1.285
690	1.283
690.5	1.281
691	1.267
691.5	1.251
692	1.241
692.5	1.231
693	1.227
693.5	1.23
694	1.238
694.5	1.243
695	1.247
695.5	1.247
696	1.234
696.5	1.221
697	1.211
697.5	1.201
698	1.191
698.5	1.195
699	1.195
699.5	1.192
700	1.184
700.5	1.181
701	1.181
701.5	1.186
702	1.188
702.5	1.191
703	1.19
703.5	1.19
704	1.191
704.5	1.186
705	1.175
705.5	1.168
706	1.163
706.5	1.163
707	1.156
707.5	1.149
708	1.135
708.5	1.125
709	1.126
709.5	1.135
710	1.141
710.5	1.149
711	1.154
711.5	1.164
712	1.161
712.5	1.15
713	1.143
713.5	1.136
714	1.134
714.5	1.136
715	1.132
715.5	1.128
716	1.125
716.5	1.124
717	1.112
717.5	1.102
718	1.096
718.5	1.095
719	1.095
719.5	1.102
720	1.111
720.5	1.118
721	1.127
721.5	1.131
722	1.127
722.5	1.113
723	1.103
723.5	1.094
724	1.085
724.5	1.082
725	1.083
725.5	1.079
726	1.079
726.5	1.081
727	1.083
727.5	1.081
728	1.085
728.5	1.081
729	1.084
729.5	1.092
730	1.1
730.5	1.099
731	1.097
731.5	1.099
732	1.098
732.5	1.092
733	1.078
733.5	1.067
734	1.067
734.5	1.07
735	1.071
735.5	1.071
736	1.075
736.5	1.082
737	1.078
737.5	1.066
738	1.057
738.5	1.059
739	1.064
739.5	1.065
740	1.067
740.5	1.073
741	1.075
741.5	1.075
742	1.069
742.5	1.063
743	1.061
743.5	1.056
744	1.05
744.5	1.046
745	1.046
745.5	1.06
746	1.064
746.5	1.07
747	1.07
747.5	1.074
748	1.071
748.5	1.058
749	1.044
749.5	1.038
750	1.034
750.5	1.037
751	1.031
751.5	1.03
752	1.03
752.5	1.033
753	1.032
753.5	1.03
754	1.027
754.5	1.027
755	1.027
755.5	1.024
756	1.027
756.5	1.029
757	1.028
757.5	1.033
758	1.036
758.5	1.041
759	1.045
759.5	1.047
760	1.049
760.5	1.051
761	1.048
761.5	1.043
762	1.041
762.5	1.04
763	1.035
763.5	1.036
764	1.033
764.5	1.03
765	1.032
765.5	1.036
766	1.037
766.5	1.037
767	1.035
767.5	1.02
768	1.012
768.5	1.008
769	0.998
769.5	0.992
770	0.99
770.5	0.994
771	1
771.5	1.002
772	1.001
772.5	1.002
773	1.011
773.5	1.024
774	1.027
774.5	1.025
775	1.022
775.5	1.031
776	1.034
776.5	1.03
777	1.02
777.5	1.015
778	1.009
778.5	1.003
779	0.991
779.5	0.984
780	0.983
780.5	0.994
781	1.005
781.5	1.005
782	1.007
782.5	1.007
783	1.008
783.5	1
784	0.991
784.5	0.997
785	0.996
785.5	1.006
786	1.008
786.5	1.01
787	1.008
787.5	1.005
788	1
788.5	0.985
789	0.973
789.5	0.971
790	0.963
790.5	0.96
791	0.953
791.5	0.962
792	0.968
792.5	0.978
793	0.98
793.5	0.976
794	0.974
794.5	0.971
795	0.971
795.5	0.963
796	0.956
796.5	0.957
797	0.962
797.5	0.972
798	0.971
798.5	0.967
799	0.964
799.5	0.964
800	0.966
800.5	0.963
801	0.96
801.5	0.969
802	0.977
802.5	0.986
803	0.991
803.5	0.989
804	0.983
804.5	0.977
805	0.971
805.5	0.965
806	0.961
806.5	0.957
807	0.947
807.5	0.943
808	0.938
808.5	0.935
809	0.933
809.5	0.933
810	0.946
810.5	0.958
811	0.964
811.5	0.969
812	0.968
812.5	0.961
813	0.962
813.5	0.961
814	0.947
814.5	0.94
815	0.948
815.5	0.954
816	0.957
816.5	0.967
817	0.968
817.5	0.967
818	0.973
818.5	0.959
819	0.941
819.5	0.929
820	0.922
820.5	0.911
821	0.902
821.5	0.908
822	0.917
822.5	0.936
823	0.957
823.5	0.98
824	0.996
824.5	1.001
825	0.998
825.5	0.987
826	0.968
826.5	0.959
827	0.942
827.5	0.939
828	0.94
828.5	0.944
829	0.943
829.5	0.943
830	0.94
830.5	0.94
831	0.94
831.5	0.941
832	0.934
832.5	0.943
833	0.941
833.5	0.935
834	0.929
834.5	0.918
835	0.904
835.5	0.895
836	0.897
836.5	0.904
837	0.913
837.5	0.93
838	0.946
838.5	0.959
839	0.967
839.5	0.97
840	0.954
840.5	0.938
841	0.929
841.5	0.928
842	0.913
842.5	0.899
843	0.89
843.5	0.886
844	0.884
844.5	0.871
845	0.856
845.5	0.861
846	0.877
846.5	0.898
847	0.897
847.5	0.897
848	0.899
848.5	0.907
849	0.903
849.5	0.889
850	0.889
	
	
WT 0.01M sucrose	
4/4/2023 5:44 PM	
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.20333
//WLCalib: 261S 	-0.45
//WLCalib: 362S 	-0.7
//WLCalib: 484S 	-0.73
//WLCalib: 529S 	-0.44
//WLCalib: 823S 	-0.81
//QSpecEnd: 	
190	9.702
190.5	9.845
191	9.985
191.5	10.085
192	10.22
192.5	10.296
193	10.415
193.5	10.585
194	10.651
194.5	10.774
195	10.92
195.5	11.129
196	11.331
196.5	11.391
197	11.462
197.5	11.532
198	11.636
198.5	11.598
199	11.551
199.5	11.599
200	11.609
200.5	11.657
201	11.656
201.5	11.669
202	11.747
202.5	11.886
203	11.995
203.5	12.171
204	12.349
204.5	12.465
205	12.524
205.5	12.543
206	12.536
206.5	12.496
207	12.472
207.5	12.478
208	12.311
208.5	12.286
209	12.194
209.5	12.048
210	11.942
210.5	11.748
211	11.551
211.5	11.342
212	11.164
212.5	10.906
213	10.586
213.5	10.338
214	10.017
214.5	9.68
215	9.383
215.5	9.028
216	8.699
216.5	8.367
217	8.028
217.5	7.697
218	7.392
218.5	7.097
219	6.806
219.5	6.523
220	6.259
220.5	5.994
221	5.76
221.5	5.492
222	5.228
222.5	4.98
223	4.745
223.5	4.523
224	4.302
224.5	4.084
225	3.873
225.5	3.673
226	3.465
226.5	3.26
227	3.063
227.5	2.889
228	2.739
228.5	2.608
229	2.499
229.5	2.403
230	2.322
230.5	2.239
231	2.158
231.5	2.065
232	1.974
232.5	1.888
233	1.801
233.5	1.717
234	1.645
234.5	1.58
235	1.525
235.5	1.474
236	1.428
236.5	1.389
237	1.356
237.5	1.327
238	1.299
238.5	1.269
239	1.248
239.5	1.226
240	1.204
240.5	1.178
241	1.157
241.5	1.14
242	1.122
242.5	1.112
243	1.101
243.5	1.092
244	1.088
244.5	1.082
245	1.074
245.5	1.065
246	1.06
246.5	1.054
247	1.049
247.5	1.049
248	1.045
248.5	1.043
249	1.041
249.5	1.043
250	1.04
250.5	1.037
251	1.036
251.5	1.035
252	1.034
252.5	1.03
253	1.03
253.5	1.028
254	1.031
254.5	1.033
255	1.031
255.5	1.031
256	1.03
256.5	1.028
257	1.022
257.5	1.018
258	1.021
258.5	1.023
259	1.024
259.5	1.022
260	1.023
260.5	1.023
261	1.023
261.5	1.023
262	1.021
262.5	1.023
263	1.024
263.5	1.024
264	1.021
264.5	1.023
265	1.02
265.5	1.019
266	1.014
266.5	1.011
267	1.009
267.5	1.011
268	1.01
268.5	1.014
269	1.017
269.5	1.023
270	1.019
270.5	1.016
271	1.01
271.5	1.002
272	0.999
272.5	0.999
273	0.999
273.5	1.005
274	1.004
274.5	1.004
275	1.001
275.5	0.998
276	0.994
276.5	0.989
277	0.99
277.5	0.992
278	0.992
278.5	0.995
279	0.997
279.5	0.996
280	0.995
280.5	0.997
281	0.992
281.5	0.99
282	0.984
282.5	0.985
283	0.979
283.5	0.981
284	0.983
284.5	0.979
285	0.982
285.5	0.981
286	0.977
286.5	0.976
287	0.966
287.5	0.962
288	0.959
288.5	0.959
289	0.959
289.5	0.959
290	0.962
290.5	0.963
291	0.965
291.5	0.964
292	0.956
292.5	0.954
293	0.951
293.5	0.946
294	0.941
294.5	0.939
295	0.938
295.5	0.937
296	0.937
296.5	0.94
297	0.939
297.5	0.944
298	0.941
298.5	0.937
299	0.932
299.5	0.929
300	0.926
300.5	0.922
301	0.92
301.5	0.921
302	0.923
302.5	0.927
303	0.928
303.5	0.928
304	0.926
304.5	0.927
305	0.926
305.5	0.92
306	0.915
306.5	0.911
307	0.909
307.5	0.907
308	0.905
308.5	0.905
309	0.906
309.5	0.907
310	0.907
310.5	0.903
311	0.902
311.5	0.902
312	0.901
312.5	0.897
313	0.894
313.5	0.895
314	0.893
314.5	0.893
315	0.893
315.5	0.891
316	0.892
316.5	0.894
317	0.893
317.5	0.889
318	0.887
318.5	0.886
319	0.886
319.5	0.888
320	0.887
320.5	0.882
321	0.881
321.5	0.879
322	0.876
322.5	0.868
323	0.865
323.5	0.864
324	0.868
324.5	0.871
325	0.874
325.5	0.873
326	0.875
326.5	0.874
327	0.871
327.5	0.865
328	0.866
328.5	0.866
329	0.865
329.5	0.865
330	0.865
330.5	0.864
331	0.865
331.5	0.865
332	0.866
332.5	0.861
333	0.86
333.5	0.853
334	0.846
334.5	0.84
335	0.841
335.5	0.843
336	0.848
336.5	0.849
337	0.853
337.5	0.855
338	0.858
338.5	0.857
339	0.861
339.5	0.861
340	0.864
340.5	0.861
341	0.856
341.5	0.849
342	0.844
342.5	0.845
343	0.842
343.5	0.84
344	0.845
344.5	0.847
345	0.847
345.5	0.848
346	0.846
346.5	0.844
347	0.841
347.5	0.838
348	0.835
348.5	0.831
349	0.833
349.5	0.831
350	0.827
350.5	0.826
351	0.824
351.5	0.823
352	0.819
352.5	0.821
353	0.828
353.5	0.831
354	0.833
354.5	0.834
355	0.833
355.5	0.832
356	0.83
356.5	0.825
357	0.821
357.5	0.819
358	0.818
358.5	0.819
359	0.816
359.5	0.815
360	0.815
360.5	0.816
361	0.815
361.5	0.814
362	0.815
362.5	0.813
363	0.811
363.5	0.814
364	0.813
364.5	0.814
365	0.815
365.5	0.82
366	0.82
366.5	0.821
367	0.819
367.5	0.812
368	0.806
368.5	0.805
369	0.809
369.5	0.806
370	0.809
370.5	0.81
371	0.812
371.5	0.811
372	0.812
372.5	0.805
373	0.801
373.5	0.799
374	0.799
374.5	0.793
375	0.797
375.5	0.795
376	0.801
376.5	0.806
377	0.811
377.5	0.811
378	0.812
378.5	0.811
379	0.809
379.5	0.806
380	0.807
380.5	0.805
381	0.803
381.5	0.802
382	0.799
382.5	0.799
383	0.8
383.5	0.797
384	0.796
384.5	0.795
385	0.793
385.5	0.793
386	0.79
386.5	0.791
387	0.79
387.5	0.792
388	0.794
388.5	0.799
389	0.799
389.5	0.799
390	0.799
390.5	0.798
391	0.794
391.5	0.791
392	0.788
392.5	0.788
393	0.79
393.5	0.796
394	0.798
394.5	0.801
395	0.801
395.5	0.8
396	0.795
396.5	0.792
397	0.791
397.5	0.791
398	0.791
398.5	0.794
399	0.795
399.5	0.795
400	0.795
400.5	0.791
401	0.788
401.5	0.787
402	0.784
402.5	0.779
403	0.779
403.5	0.78
404	0.783
404.5	0.783
405	0.782
405.5	0.779
406	0.779
406.5	0.78
407	0.779
407.5	0.776
408	0.779
408.5	0.78
409	0.78
409.5	0.781
410	0.781
410.5	0.781
411	0.787
411.5	0.792
412	0.793
412.5	0.795
413	0.793
413.5	0.79
414	0.786
414.5	0.783
415	0.785
415.5	0.786
416	0.793
416.5	0.795
417	0.793
417.5	0.793
418	0.79
418.5	0.788
419	0.788
419.5	0.788
420	0.789
420.5	0.787
421	0.789
421.5	0.789
422	0.787
422.5	0.787
423	0.787
423.5	0.791
424	0.795
424.5	0.797
425	0.797
425.5	0.796
426	0.797
426.5	0.799
427	0.796
427.5	0.795
428	0.792
428.5	0.793
429	0.795
429.5	0.795
430	0.795
430.5	0.795
431	0.797
431.5	0.801
432	0.803
432.5	0.805
433	0.807
433.5	0.811
434	0.813
434.5	0.81
435	0.809
435.5	0.804
436	0.8
436.5	0.797
437	0.797
437.5	0.801
438	0.805
438.5	0.808
439	0.812
